District,Year,Disease,Occurrences
District_39,2022,Malaria,0
District_39,2023,Chikungunya,1
District_39,2023,Dengue,1
District_39,2023,Yellow fever,0
District_39,2023,Malaria,0
District_40,2018,Chikungunya,1
District_40,2018,Dengue,1
District_40,2018,Yellow fever,0
District_40,2018,Malaria,0
District_40,2019,Chikungunya,1
District_40,2019,Dengue,1
District_40,2019,Yellow fever,1
District_40,2019,Malaria,0
District_40,2020,Chikungunya,1
District_40,2020,Dengue,0
District_40,2020,Yellow fever,1
District_40,2020,Malaria,0
District_40,2021,Chikungunya,0
District_40,2021,Dengue,0
District_40,2021,Yellow fever,0
District_40,2021,Malaria,1
District_40,2022,Chikungunya,1
District_40,2022,Dengue,1
District_40,2022,Yellow fever,0
District_40,2022,Malaria,1
District_40,2023,Chikungunya,1
District_40,2023,Dengue,0
District_40,2023,Yellow fever,1
District_40,2023,Malaria,0
District_41,2018,Chikungunya,0
District_41,2018,Dengue,1
District_41,2018,Yellow fever,0
District_41,2018,Malaria,0
District_41,2019,Chikungunya,1
District_41,2019,Dengue,0
District_41,2019,Yellow fever,1
District_41,2019,Malaria,1
District_41,2020,Chikungunya,1
District_41,2020,Dengue,0
District_41,2020,Yellow fever,1
District_41,2020,Malaria,0
District_41,2021,Chikungunya,1
District_41,2021,Dengue,0
District_41,2021,Yellow fever,0
District_41,2021,Malaria,0
District_41,2022,Chikungunya,1
District_41,2022,Dengue,1
District_41,2022,Yellow fever,1
District_41,2022,Malaria,0
District_41,2023,Chikungunya,1
District_41,2023,Dengue,1
District_41,2023,Yellow fever,1
District_41,2023,Malaria,1
District_42,2018,Chikungunya,1
District_42,2018,Dengue,0
District_42,2018,Yellow fever,0
District_42,2018,Malaria,0
District_42,2019,Chikungunya,0
District_42,2019,Dengue,0
District_42,2019,Yellow fever,0
District_42,2019,Malaria,1
District_42,2020,Chikungunya,0
District_42,2020,Dengue,1
District_42,2020,Yellow fever,1
District_42,2020,Malaria,0
District_42,2021,Chikungunya,1
District_42,2021,Dengue,0
District_42,2021,Yellow fever,0
District_42,2021,Malaria,1
District_42,2022,Chikungunya,0
District_42,2022,Dengue,1
District_42,2022,Yellow fever,1
District_42,2022,Malaria,0
District_42,2023,Chikungunya,1
District_42,2023,Dengue,1
District_42,2023,Yellow fever,1
District_42,2023,Malaria,0
District_43,2018,Chikungunya,1
District_43,2018,Dengue,1
District_43,2018,Yellow fever,1
District_43,2018,Malaria,0
District_43,2019,Chikungunya,1
District_43,2019,Dengue,0
District_43,2019,Yellow fever,1
District_43,2019,Malaria,1
District_43,2020,Chikungunya,0
District_43,2020,Dengue,0
District_43,2020,Yellow fever,0
District_43,2020,Malaria,0
District_43,2021,Chikungunya,0
District_43,2021,Dengue,1
District_43,2021,Yellow fever,0
District_43,2021,Malaria,0
District_43,2022,Chikungunya,0
District_43,2022,Dengue,0
District_43,2022,Yellow fever,0
District_43,2022,Malaria,1
District_43,2023,Chikungunya,1
District_43,2023,Dengue,0
District_43,2023,Yellow fever,1
District_43,2023,Malaria,0
District_44,2018,Chikungunya,0
District_44,2018,Dengue,0
District_44,2018,Yellow fever,1
District_44,2018,Malaria,0
District_44,2019,Chikungunya,0
District_44,2019,Dengue,1
District_44,2019,Yellow fever,1
District_44,2019,Malaria,1
District_44,2020,Chikungunya,1
District_44,2020,Dengue,1
District_44,2020,Yellow fever,0
District_44,2020,Malaria,0
District_44,2021,Chikungunya,1
District_44,2021,Dengue,0
District_44,2021,Yellow fever,0
District_44,2021,Malaria,0
District_44,2022,Chikungunya,1
District_44,2022,Dengue,0
District_44,2022,Yellow fever,1
District_44,2022,Malaria,1
District_44,2023,Chikungunya,0
District_44,2023,Dengue,0
District_44,2023,Yellow fever,0
District_44,2023,Malaria,1
District_45,2018,Chikungunya,0
District_45,2018,Dengue,0
District_45,2018,Yellow fever,0
District_45,2018,Malaria,1
District_45,2019,Chikungunya,0
District_45,2019,Dengue,1
District_45,2019,Yellow fever,1
District_45,2019,Malaria,0
District_45,2020,Chikungunya,0
District_45,2020,Dengue,1
District_45,2020,Yellow fever,1
District_45,2020,Malaria,1
District_45,2021,Chikungunya,1
District_45,2021,Dengue,1
District_45,2021,Yellow fever,0
District_45,2021,Malaria,0
District_45,2022,Chikungunya,0
District_45,2022,Dengue,0
District_45,2022,Yellow fever,1
District_45,2022,Malaria,1
District_45,2023,Chikungunya,1
District_45,2023,Dengue,1
District_45,2023,Yellow fever,0
District_45,2023,Malaria,0
District_46,2018,Chikungunya,0
District_46,2018,Dengue,0
District_46,2018,Yellow fever,1
District_46,2018,Malaria,1
District_46,2019,Chikungunya,1
District_46,2019,Dengue,1
District_46,2019,Yellow fever,0
District_46,2019,Malaria,1
District_46,2020,Chikungunya,1
District_46,2020,Dengue,1
District_46,2020,Yellow fever,0
District_46,2020,Malaria,1
District_46,2021,Chikungunya,1
District_46,2021,Dengue,0
District_46,2021,Yellow fever,0
District_46,2021,Malaria,1
District_46,2022,Chikungunya,1
District_46,2022,Dengue,1
District_46,2022,Yellow fever,0
District_46,2022,Malaria,0
District_46,2023,Chikungunya,0
District_46,2023,Dengue,1
District_46,2023,Yellow fever,1
District_46,2023,Malaria,0
District_47,2018,Chikungunya,1
District_47,2018,Dengue,1
District_47,2018,Yellow fever,1
District_47,2018,Malaria,0
District_47,2019,Chikungunya,1
District_47,2019,Dengue,0
District_47,2019,Yellow fever,1
District_47,2019,Malaria,0
District_47,2020,Chikungunya,0
District_47,2020,Dengue,0
District_47,2020,Yellow fever,1
District_47,2020,Malaria,1
District_47,2021,Chikungunya,0
District_47,2021,Dengue,1
District_47,2021,Yellow fever,0
District_47,2021,Malaria,0
District_47,2022,Chikungunya,0
District_47,2022,Dengue,1
District_47,2022,Yellow fever,0
District_47,2022,Malaria,0
District_47,2023,Chikungunya,1
District_47,2023,Dengue,0
District_47,2023,Yellow fever,1
District_47,2023,Malaria,0
District_48,2018,Chikungunya,1
District_48,2018,Dengue,1
District_48,2018,Yellow fever,0
District_48,2018,Malaria,1
District_48,2019,Chikungunya,1
District_48,2019,Dengue,0
District_48,2019,Yellow fever,0
District_48,2019,Malaria,0
District_48,2020,Chikungunya,1
District_48,2020,Dengue,1
District_48,2020,Yellow fever,1
District_48,2020,Malaria,0
District_48,2021,Chikungunya,1
District_48,2021,Dengue,0
District_48,2021,Yellow fever,0
District_48,2021,Malaria,0
District_48,2022,Chikungunya,0
District_48,2022,Dengue,0
District_48,2022,Yellow fever,1
District_48,2022,Malaria,1
District_48,2023,Chikungunya,0
District_48,2023,Dengue,1
District_48,2023,Yellow fever,0
District_48,2023,Malaria,1
District_49,2018,Chikungunya,1
District_49,2018,Dengue,0
District_49,2018,Yellow fever,1
District_49,2018,Malaria,0
District_49,2019,Chikungunya,0
District_49,2019,Dengue,1
District_49,2019,Yellow fever,1
District_49,2019,Malaria,0
District_49,2020,Chikungunya,1
District_49,2020,Dengue,0
District_49,2020,Yellow fever,0
District_49,2020,Malaria,0
District_49,2021,Chikungunya,1
District_49,2021,Dengue,0
District_49,2021,Yellow fever,1
District_49,2021,Malaria,0
District_49,2022,Chikungunya,1
District_49,2022,Dengue,1
District_49,2022,Yellow fever,0
District_49,2022,Malaria,0
District_49,2023,Chikungunya,0
District_49,2023,Dengue,1
District_49,2023,Yellow fever,1
District_49,2023,Malaria,1
District_50,2018,Chikungunya,1
District_50,2018,Dengue,1
District_50,2018,Yellow fever,1
District_50,2018,Malaria,0
District_50,2019,Chikungunya,1
District_50,2019,Dengue,1
District_50,2019,Yellow fever,1
District_50,2019,Malaria,0
District_50,2020,Chikungunya,0
District_50,2020,Dengue,0
District_50,2020,Yellow fever,0
District_50,2020,Malaria,1
District_50,2021,Chikungunya,0
District_50,2021,Dengue,0
District_50,2021,Yellow fever,0
District_50,2021,Malaria,1
District_50,2022,Chikungunya,0
District_50,2022,Dengue,1
District_50,2022,Yellow fever,0
District_50,2022,Malaria,1
District_50,2023,Chikungunya,1
District_50,2023,Dengue,1
District_50,2023,Yellow fever,1
District_50,2023,Malaria,0
District_51,2018,Chikungunya,0
District_51,2018,Dengue,1
District_51,2018,Yellow fever,0
District_51,2018,Malaria,1
District_51,2019,Chikungunya,1
District_51,2019,Dengue,1
District_51,2019,Yellow fever,1
District_51,2019,Malaria,0
District_51,2020,Chikungunya,0
District_51,2020,Dengue,0
District_51,2020,Yellow fever,1
District_51,2020,Malaria,1
District_51,2021,Chikungunya,0
District_51,2021,Dengue,0
District_51,2021,Yellow fever,1
District_51,2021,Malaria,0
District_51,2022,Chikungunya,1
District_51,2022,Dengue,0
District_51,2022,Yellow fever,0
District_51,2022,Malaria,1
District_51,2023,Chikungunya,1
District_51,2023,Dengue,1
District_51,2023,Yellow fever,0
District_51,2023,Malaria,0
District_52,2018,Chikungunya,0
District_52,2018,Dengue,0
District_52,2018,Yellow fever,1
District_52,2018,Malaria,1
District_52,2019,Chikungunya,0
District_52,2019,Dengue,0
District_52,2019,Yellow fever,1
District_52,2019,Malaria,0
District_52,2020,Chikungunya,1
District_52,2020,Dengue,1
District_52,2020,Yellow fever,1
District_52,2020,Malaria,0
District_52,2021,Chikungunya,1
District_52,2021,Dengue,0
District_52,2021,Yellow fever,0
District_52,2021,Malaria,0
District_52,2022,Chikungunya,1
District_52,2022,Dengue,0
District_52,2022,Yellow fever,0
District_52,2022,Malaria,0
District_52,2023,Chikungunya,1
District_52,2023,Dengue,0
District_52,2023,Yellow fever,0
District_52,2023,Malaria,0
District_53,2018,Chikungunya,0
District_53,2018,Dengue,1
District_53,2018,Yellow fever,0
District_53,2018,Malaria,0
District_53,2019,Chikungunya,0
District_53,2019,Dengue,0
District_53,2019,Yellow fever,1
District_53,2019,Malaria,0
District_53,2020,Chikungunya,1
District_53,2020,Dengue,1
District_53,2020,Yellow fever,1
District_53,2020,Malaria,1
District_53,2021,Chikungunya,1
District_53,2021,Dengue,0
District_53,2021,Yellow fever,1
District_53,2021,Malaria,0
District_53,2022,Chikungunya,1
District_53,2022,Dengue,1
District_53,2022,Yellow fever,0
District_53,2022,Malaria,0
District_53,2023,Chikungunya,1
District_53,2023,Dengue,1
District_53,2023,Yellow fever,1
District_53,2023,Malaria,1
District_54,2018,Chikungunya,0
District_54,2018,Dengue,1
District_54,2018,Yellow fever,1
District_54,2018,Malaria,1
District_54,2019,Chikungunya,0
District_54,2019,Dengue,1
District_54,2019,Yellow fever,1
District_54,2019,Malaria,1
District_54,2020,Chikungunya,0
District_54,2020,Dengue,1
District_54,2020,Yellow fever,1
District_54,2020,Malaria,1
District_54,2021,Chikungunya,1
District_54,2021,Dengue,0
District_54,2021,Yellow fever,1
District_54,2021,Malaria,1
District_54,2022,Chikungunya,0
District_54,2022,Dengue,1
District_54,2022,Yellow fever,1
District_54,2022,Malaria,1
District_54,2023,Chikungunya,1
District_54,2023,Dengue,1
District_54,2023,Yellow fever,0
District_54,2023,Malaria,0
District_55,2018,Chikungunya,1
District_55,2018,Dengue,0
District_55,2018,Yellow fever,1
District_55,2018,Malaria,0
District_55,2019,Chikungunya,0
District_55,2019,Dengue,0
District_55,2019,Yellow fever,0
District_55,2019,Malaria,1
District_55,2020,Chikungunya,1
District_55,2020,Dengue,1
District_55,2020,Yellow fever,0
District_55,2020,Malaria,0
District_55,2021,Chikungunya,0
District_55,2021,Dengue,0
District_55,2021,Yellow fever,0
District_55,2021,Malaria,1
District_55,2022,Chikungunya,1
District_55,2022,Dengue,1
District_55,2022,Yellow fever,1
District_55,2022,Malaria,0
District_55,2023,Chikungunya,0
District_55,2023,Dengue,0
District_55,2023,Yellow fever,0
District_55,2023,Malaria,0
District_56,2018,Chikungunya,1
District_56,2018,Dengue,1
District_56,2018,Yellow fever,0
District_56,2018,Malaria,0
District_56,2019,Chikungunya,1
District_56,2019,Dengue,0
District_56,2019,Yellow fever,0
District_56,2019,Malaria,0
District_56,2020,Chikungunya,1
District_56,2020,Dengue,0
District_56,2020,Yellow fever,1
District_56,2020,Malaria,1
District_56,2021,Chikungunya,0
District_56,2021,Dengue,0
District_56,2021,Yellow fever,1
District_56,2021,Malaria,0
District_56,2022,Chikungunya,0
District_56,2022,Dengue,1
District_56,2022,Yellow fever,1
District_56,2022,Malaria,1
District_56,2023,Chikungunya,1
District_56,2023,Dengue,1
District_56,2023,Yellow fever,1
District_56,2023,Malaria,0
District_57,2018,Chikungunya,0
District_57,2018,Dengue,1
District_57,2018,Yellow fever,0
District_57,2018,Malaria,0
District_57,2019,Chikungunya,0
District_57,2019,Dengue,1
District_57,2019,Yellow fever,1
District_57,2019,Malaria,0
District_57,2020,Chikungunya,0
District_57,2020,Dengue,0
District_57,2020,Yellow fever,1
District_57,2020,Malaria,0
District_57,2021,Chikungunya,1
District_57,2021,Dengue,0
District_57,2021,Yellow fever,0
District_57,2021,Malaria,0
District_57,2022,Chikungunya,1
District_57,2022,Dengue,1
District_57,2022,Yellow fever,0
District_57,2022,Malaria,0
District_57,2023,Chikungunya,0
District_57,2023,Dengue,1
District_57,2023,Yellow fever,1
District_57,2023,Malaria,1
District_58,2018,Chikungunya,0
District_58,2018,Dengue,1
District_58,2018,Yellow fever,0
District_58,2018,Malaria,1
District_58,2019,Chikungunya,1
District_58,2019,Dengue,0
District_58,2019,Yellow fever,1
District_58,2019,Malaria,0
District_58,2020,Chikungunya,1
District_58,2020,Dengue,0
District_58,2020,Yellow fever,0
District_58,2020,Malaria,0
District_58,2021,Chikungunya,0
District_58,2021,Dengue,1
District_58,2021,Yellow fever,1
District_58,2021,Malaria,0
District_58,2022,Chikungunya,1
District_58,2022,Dengue,0
District_58,2022,Yellow fever,1
District_58,2022,Malaria,0
District_58,2023,Chikungunya,0
District_58,2023,Dengue,1
District_58,2023,Yellow fever,0
District_58,2023,Malaria,1
District_59,2018,Chikungunya,0
District_59,2018,Dengue,0
District_59,2018,Yellow fever,0
District_59,2018,Malaria,0
District_59,2019,Chikungunya,0
District_59,2019,Dengue,0
District_59,2019,Yellow fever,0
District_59,2019,Malaria,1
District_59,2020,Chikungunya,0
District_59,2020,Dengue,1
District_59,2020,Yellow fever,1
District_59,2020,Malaria,1
District_59,2021,Chikungunya,1
District_59,2021,Dengue,1
District_59,2021,Yellow fever,0
District_59,2021,Malaria,1
District_59,2022,Chikungunya,0
District_59,2022,Dengue,1
District_59,2022,Yellow fever,0
District_59,2022,Malaria,0
District_59,2023,Chikungunya,0
District_59,2023,Dengue,1
District_59,2023,Yellow fever,0
District_59,2023,Malaria,1
District_60,2018,Chikungunya,0
District_60,2018,Dengue,0
District_60,2018,Yellow fever,1
District_60,2018,Malaria,0
District_60,2019,Chikungunya,0
District_60,2019,Dengue,0
District_60,2019,Yellow fever,1
District_60,2019,Malaria,0
District_60,2020,Chikungunya,1
District_60,2020,Dengue,1
District_60,2020,Yellow fever,0
District_60,2020,Malaria,0
District_60,2021,Chikungunya,1
District_60,2021,Dengue,0
District_60,2021,Yellow fever,0
District_60,2021,Malaria,1
District_60,2022,Chikungunya,0
District_60,2022,Dengue,0
District_60,2022,Yellow fever,0
District_60,2022,Malaria,1
District_60,2023,Chikungunya,0
District_60,2023,Dengue,1
District_60,2023,Yellow fever,0
District_60,2023,Malaria,1
District_61,2018,Chikungunya,0
District_61,2018,Dengue,1
District_61,2018,Yellow fever,1
District_61,2018,Malaria,1
District_61,2019,Chikungunya,1
District_61,2019,Dengue,1
District_61,2019,Yellow fever,0
District_61,2019,Malaria,0
District_61,2020,Chikungunya,1
District_61,2020,Dengue,0
District_61,2020,Yellow fever,1
District_61,2020,Malaria,0
District_61,2021,Chikungunya,0
District_61,2021,Dengue,1
District_61,2021,Yellow fever,0
District_61,2021,Malaria,1
District_61,2022,Chikungunya,0
District_61,2022,Dengue,0
District_61,2022,Yellow fever,1
District_61,2022,Malaria,1
District_61,2023,Chikungunya,1
District_61,2023,Dengue,1
District_61,2023,Yellow fever,1
District_61,2023,Malaria,0
District_62,2018,Chikungunya,1
District_62,2018,Dengue,1
District_62,2018,Yellow fever,0
District_62,2018,Malaria,1
District_62,2019,Chikungunya,1
District_62,2019,Dengue,0
District_62,2019,Yellow fever,0
District_62,2019,Malaria,1
District_62,2020,Chikungunya,1
District_62,2020,Dengue,0
District_62,2020,Yellow fever,0
District_62,2020,Malaria,1
District_62,2021,Chikungunya,1
District_62,2021,Dengue,0
District_62,2021,Yellow fever,0
District_62,2021,Malaria,0
District_62,2022,Chikungunya,0
District_62,2022,Dengue,1
District_62,2022,Yellow fever,1
District_62,2022,Malaria,0
District_62,2023,Chikungunya,1
District_62,2023,Dengue,1
District_62,2023,Yellow fever,1
District_62,2023,Malaria,0
District_63,2018,Chikungunya,0
District_63,2018,Dengue,0
District_63,2018,Yellow fever,0
District_63,2018,Malaria,0
District_63,2019,Chikungunya,1
District_63,2019,Dengue,0
District_63,2019,Yellow fever,0
District_63,2019,Malaria,1
District_63,2020,Chikungunya,0
District_63,2020,Dengue,0
District_63,2020,Yellow fever,1
District_63,2020,Malaria,0
District_63,2021,Chikungunya,0
District_63,2021,Dengue,0
District_63,2021,Yellow fever,1
District_63,2021,Malaria,0
District_63,2022,Chikungunya,1
District_63,2022,Dengue,0
District_63,2022,Yellow fever,1
District_63,2022,Malaria,0
District_63,2023,Chikungunya,0
District_63,2023,Dengue,1
District_63,2023,Yellow fever,0
District_63,2023,Malaria,0
District_64,2018,Chikungunya,1
District_64,2018,Dengue,1
District_64,2018,Yellow fever,1
District_64,2018,Malaria,0
District_64,2019,Chikungunya,1
District_64,2019,Dengue,1
District_64,2019,Yellow fever,0
District_64,2019,Malaria,0
District_64,2020,Chikungunya,1
District_64,2020,Dengue,0
District_64,2020,Yellow fever,1
District_64,2020,Malaria,0
District_64,2021,Chikungunya,1
District_64,2021,Dengue,0
District_64,2021,Yellow fever,1
District_64,2021,Malaria,1
District_64,2022,Chikungunya,0
District_64,2022,Dengue,0
District_64,2022,Yellow fever,1
District_64,2022,Malaria,0
District_64,2023,Chikungunya,1
District_64,2023,Dengue,1
District_64,2023,Yellow fever,0
District_64,2023,Malaria,0
District_65,2018,Chikungunya,0
District_65,2018,Dengue,1
District_65,2018,Yellow fever,1
District_65,2018,Malaria,0
District_65,2019,Chikungunya,0
District_65,2019,Dengue,0
District_65,2019,Yellow fever,0
District_65,2019,Malaria,0
District_65,2020,Chikungunya,0
District_65,2020,Dengue,0
District_65,2020,Yellow fever,1
District_65,2020,Malaria,0
District_65,2021,Chikungunya,0
District_65,2021,Dengue,0
District_65,2021,Yellow fever,1
District_65,2021,Malaria,0
District_65,2022,Chikungunya,1
District_65,2022,Dengue,1
District_65,2022,Yellow fever,0
District_65,2022,Malaria,1
District_65,2023,Chikungunya,0
District_65,2023,Dengue,1
District_65,2023,Yellow fever,0
