District,Disease,Year,No_of_Cases,Quarter
District_52,Chikungunya,2018,16,1
District_52,Dengue,2018,57,1
District_52,Yellow fever,2018,87,1
District_52,Malaria,2018,55,1
District_52,Chikungunya,2018,3,2
District_52,Dengue,2018,25,2
District_52,Yellow fever,2018,55,2
District_52,Malaria,2018,38,2
District_52,Chikungunya,2018,2,3
District_52,Dengue,2018,38,3
District_52,Yellow fever,2018,94,3
District_52,Malaria,2018,28,3
District_53,Chikungunya,2018,22,0
District_53,Dengue,2018,81,0
District_53,Yellow fever,2018,88,0
District_53,Malaria,2018,92,0
District_53,Chikungunya,2018,33,1
District_53,Dengue,2018,79,1
District_53,Yellow fever,2018,27,1
District_53,Malaria,2018,8,1
District_53,Chikungunya,2018,21,2
District_53,Dengue,2018,82,2
District_53,Yellow fever,2018,70,2
District_53,Malaria,2018,73,2
District_53,Chikungunya,2018,19,3
District_53,Dengue,2018,83,3
District_53,Yellow fever,2018,27,3
District_53,Malaria,2018,54,3
District_54,Chikungunya,2018,26,0
District_54,Dengue,2018,51,0
District_54,Yellow fever,2018,91,0
District_54,Malaria,2018,77,0
District_54,Chikungunya,2018,67,1
District_54,Dengue,2018,47,1
District_54,Yellow fever,2018,33,1
District_54,Malaria,2018,88,1
District_54,Chikungunya,2018,67,2
District_54,Dengue,2018,65,2
District_54,Yellow fever,2018,77,2
District_54,Malaria,2018,44,2
District_54,Chikungunya,2018,57,3
District_54,Dengue,2018,21,3
District_54,Yellow fever,2018,14,3
District_54,Malaria,2018,8,3
District_55,Chikungunya,2018,1,0
District_55,Dengue,2018,67,0
District_55,Yellow fever,2018,65,0
District_55,Malaria,2018,17,0
District_55,Chikungunya,2018,23,1
District_55,Dengue,2018,89,1
District_55,Yellow fever,2018,89,1
District_55,Malaria,2018,11,1
District_55,Chikungunya,2018,78,2
District_55,Dengue,2018,35,2
District_55,Yellow fever,2018,62,2
District_55,Malaria,2018,57,2
District_55,Chikungunya,2018,11,3
District_55,Dengue,2018,34,3
District_55,Yellow fever,2018,25,3
District_55,Malaria,2018,49,3
District_56,Chikungunya,2018,83,0
District_56,Dengue,2018,62,0
District_56,Yellow fever,2018,66,0
District_56,Malaria,2018,47,0
District_56,Chikungunya,2018,71,1
District_56,Dengue,2018,19,1
District_56,Yellow fever,2018,40,1
District_56,Malaria,2018,56,1
District_56,Chikungunya,2018,62,2
District_56,Dengue,2018,80,2
District_56,Yellow fever,2018,20,2
District_56,Malaria,2018,3,2
District_56,Chikungunya,2018,95,3
District_56,Dengue,2018,59,3
District_56,Yellow fever,2018,20,3
District_56,Malaria,2018,44,3
District_57,Chikungunya,2018,64,0
District_57,Dengue,2018,44,0
District_57,Yellow fever,2018,29,0
District_57,Malaria,2018,78,0
District_57,Chikungunya,2018,44,1
District_57,Dengue,2018,67,1
District_57,Yellow fever,2018,83,1
District_57,Malaria,2018,89,1
District_57,Chikungunya,2018,47,2
District_57,Dengue,2018,80,2
District_57,Yellow fever,2018,36,2
District_57,Malaria,2018,83,2
District_57,Chikungunya,2018,69,3
District_57,Dengue,2018,67,3
District_57,Yellow fever,2018,88,3
District_57,Malaria,2018,75,3
District_58,Chikungunya,2018,43,0
District_58,Dengue,2018,36,0
District_58,Yellow fever,2018,24,0
District_58,Malaria,2018,49,0
District_58,Chikungunya,2018,21,1
District_58,Dengue,2018,40,1
District_58,Yellow fever,2018,36,1
District_58,Malaria,2018,61,1
District_58,Chikungunya,2018,81,2
District_58,Dengue,2018,43,2
District_58,Yellow fever,2018,70,2
District_58,Malaria,2018,40,2
District_58,Chikungunya,2018,9,3
District_58,Dengue,2018,88,3
District_58,Yellow fever,2018,32,3
District_58,Malaria,2018,75,3
District_59,Chikungunya,2018,6,0
District_59,Dengue,2018,93,0
District_59,Yellow fever,2018,59,0
District_59,Malaria,2018,94,0
District_59,Chikungunya,2018,60,1
District_59,Dengue,2018,16,1
District_59,Yellow fever,2018,60,1
District_59,Malaria,2018,68,1
District_59,Chikungunya,2018,52,2
District_59,Dengue,2018,6,2
District_59,Yellow fever,2018,70,2
District_59,Malaria,2018,18,2
District_59,Chikungunya,2018,30,3
District_59,Dengue,2018,61,3
District_59,Yellow fever,2018,77,3
District_59,Malaria,2018,76,3
District_60,Chikungunya,2018,87,0
District_60,Dengue,2018,35,0
District_60,Yellow fever,2018,62,0
District_60,Malaria,2018,25,0
District_60,Chikungunya,2018,48,1
District_60,Dengue,2018,85,1
District_60,Yellow fever,2018,11,1
District_60,Malaria,2018,82,1
District_60,Chikungunya,2018,43,2
District_60,Dengue,2018,66,2
District_60,Yellow fever,2018,16,2
District_60,Malaria,2018,40,2
District_60,Chikungunya,2018,28,3
District_60,Dengue,2018,77,3
District_60,Yellow fever,2018,50,3
District_60,Malaria,2018,70,3
District_61,Chikungunya,2018,3,0
District_61,Dengue,2018,70,0
District_61,Yellow fever,2018,48,0
District_61,Malaria,2018,21,0
District_61,Chikungunya,2018,22,1
District_61,Dengue,2018,18,1
District_61,Yellow fever,2018,51,1
District_61,Malaria,2018,14,1
District_61,Chikungunya,2018,16,2
District_61,Dengue,2018,4,2
District_61,Yellow fever,2018,72,2
District_61,Malaria,2018,80,2
District_61,Chikungunya,2018,69,3
District_61,Dengue,2018,42,3
District_61,Yellow fever,2018,26,3
District_61,Malaria,2018,88,3
District_62,Chikungunya,2018,21,0
District_62,Dengue,2018,47,0
District_62,Yellow fever,2018,41,0
District_62,Malaria,2018,21,0
District_62,Chikungunya,2018,61,1
District_62,Dengue,2018,25,1
District_62,Yellow fever,2018,28,1
District_62,Malaria,2018,61,1
District_62,Chikungunya,2018,78,2
District_62,Dengue,2018,87,2
District_62,Yellow fever,2018,48,2
District_62,Malaria,2018,14,2
District_62,Chikungunya,2018,17,3
District_62,Dengue,2018,72,3
District_62,Yellow fever,2018,50,3
District_62,Malaria,2018,36,3
District_63,Chikungunya,2018,13,0
District_63,Dengue,2018,35,0
District_63,Yellow fever,2018,46,0
District_63,Malaria,2018,62,0
District_63,Chikungunya,2018,60,1
District_63,Dengue,2018,15,1
District_63,Yellow fever,2018,18,1
District_63,Malaria,2018,8,1
District_63,Chikungunya,2018,69,2
District_63,Dengue,2018,62,2
District_63,Yellow fever,2018,49,2
District_63,Malaria,2018,88,2
District_63,Chikungunya,2018,79,3
District_63,Dengue,2018,57,3
District_63,Yellow fever,2018,75,3
District_63,Malaria,2018,32,3
District_64,Chikungunya,2018,72,0
District_64,Dengue,2018,25,0
District_64,Yellow fever,2018,55,0
District_64,Malaria,2018,93,0
District_64,Chikungunya,2018,31,1
District_64,Dengue,2018,64,1
District_64,Yellow fever,2018,3,1
District_64,Malaria,2018,18,1
District_64,Chikungunya,2018,37,2
District_64,Dengue,2018,50,2
District_64,Yellow fever,2018,94,2
District_64,Malaria,2018,64,2
District_64,Chikungunya,2018,31,3
District_64,Dengue,2018,68,3
District_64,Yellow fever,2018,10,3
District_64,Malaria,2018,40,3
District_65,Chikungunya,2018,16,0
District_65,Dengue,2018,69,0
District_65,Yellow fever,2018,88,0
District_65,Malaria,2018,1,0
District_65,Chikungunya,2018,55,1
District_65,Dengue,2018,17,1
District_65,Yellow fever,2018,22,1
District_65,Malaria,2018,11,1
District_65,Chikungunya,2018,87,2
District_65,Dengue,2018,55,2
District_65,Yellow fever,2018,63,2
District_65,Malaria,2018,56,2
District_65,Chikungunya,2018,64,3
District_65,Dengue,2018,33,3
District_65,Yellow fever,2018,20,3
District_65,Malaria,2018,47,3
District_66,Chikungunya,2018,6,0
District_66,Dengue,2018,34,0
District_66,Yellow fever,2018,61,0
District_66,Malaria,2018,20,0
District_66,Chikungunya,2018,78,1
District_66,Dengue,2018,15,1
District_66,Yellow fever,2018,87,1
District_66,Malaria,2018,10,1
District_66,Chikungunya,2018,8,2
District_66,Dengue,2018,12,2
District_66,Yellow fever,2018,16,2
District_66,Malaria,2018,5,2
District_66,Chikungunya,2018,44,3
District_66,Dengue,2018,27,3
District_66,Yellow fever,2018,35,3
District_66,Malaria,2018,86,3
District_67,Chikungunya,2018,96,0
District_67,Dengue,2018,74,0
District_67,Yellow fever,2018,82,0
District_67,Malaria,2018,52,0
District_67,Chikungunya,2018,54,1
District_67,Dengue,2018,43,1
District_67,Yellow fever,2018,96,1
District_67,Malaria,2018,3,1
District_67,Chikungunya,2018,36,2
District_67,Dengue,2018,6,2
District_67,Yellow fever,2018,89,2
District_67,Malaria,2018,82,2
District_67,Chikungunya,2018,97,3
District_67,Dengue,2018,28,3
District_67,Yellow fever,2018,28,3
District_67,Malaria,2018,54,3
District_68,Chikungunya,2018,55,0
District_68,Dengue,2018,91,0
District_68,Yellow fever,2018,39,0
District_68,Malaria,2018,15,0
District_68,Chikungunya,2018,1,1
District_68,Dengue,2018,0,1
District_68,Yellow fever,2018,35,1
District_68,Malaria,2018,84,1
District_68,Chikungunya,2018,79,2
District_68,Dengue,2018,15,2
District_68,Yellow fever,2018,95,2
District_68,Malaria,2018,50,2
District_68,Chikungunya,2018,9,3
District_68,Dengue,2018,96,3
District_68,Yellow fever,2018,37,3
District_68,Malaria,2018,85,3
District_69,Chikungunya,2018,54,0
District_69,Dengue,2018,11,0
District_69,Yellow fever,2018,42,0
District_69,Malaria,2018,59,0
District_69,Chikungunya,2018,23,1
District_69,Dengue,2018,22,1
District_69,Yellow fever,2018,68,1
District_69,Malaria,2018,4,1
District_69,Chikungunya,2018,36,2
District_69,Dengue,2018,29,2
District_69,Yellow fever,2018,44,2
District_69,Malaria,2018,7,2
District_69,Chikungunya,2018,97,3
District_69,Dengue,2018,26,3
District_69,Yellow fever,2018,13,3
District_69,Malaria,2018,44,3
District_70,Chikungunya,2018,86,0
District_70,Dengue,2018,72,0
District_70,Yellow fever,2018,76,0
District_70,Malaria,2018,15,0
District_70,Chikungunya,2018,33,1
District_70,Dengue,2018,99,1
District_70,Yellow fever,2018,74,1
District_70,Malaria,2018,18,1
District_70,Chikungunya,2018,86,2
District_70,Dengue,2018,58,2
District_70,Yellow fever,2018,97,2
District_70,Malaria,2018,16,2
District_70,Chikungunya,2018,13,3
District_70,Dengue,2018,4,3
District_70,Yellow fever,2018,16,3
District_70,Malaria,2018,76,3
District_71,Chikungunya,2018,65,0
District_71,Dengue,2018,73,0
District_71,Yellow fever,2018,26,0
District_71,Malaria,2018,33,0
District_71,Chikungunya,2018,93,1
District_71,Dengue,2018,99,1
District_71,Yellow fever,2018,24,1
District_71,Malaria,2018,20,1
District_71,Chikungunya,2018,76,2
District_71,Dengue,2018,94,2
District_71,Yellow fever,2018,99,2
District_71,Malaria,2018,42,2
District_71,Chikungunya,2018,20,3
District_71,Dengue,2018,91,3
District_71,Yellow fever,2018,44,3
District_71,Malaria,2018,98,3
District_72,Chikungunya,2018,66,0
District_72,Dengue,2018,30,0
District_72,Yellow fever,2018,64,0
District_72,Malaria,2018,43,0
District_72,Chikungunya,2018,76,1
District_72,Dengue,2018,93,1
District_72,Yellow fever,2018,97,1
District_72,Malaria,2018,52,1
District_72,Chikungunya,2018,7,2
District_72,Dengue,2018,68,2
District_72,Yellow fever,2018,10,2
District_72,Malaria,2018,89,2
District_72,Chikungunya,2018,45,3
District_72,Dengue,2018,5,3
District_72,Yellow fever,2018,75,3
District_72,Malaria,2018,54,3
District_73,Chikungunya,2018,69,0
District_73,Dengue,2018,58,0
District_73,Yellow fever,2018,18,0
District_73,Malaria,2018,81,0
District_73,Chikungunya,2018,61,1
District_73,Dengue,2018,32,1
District_73,Yellow fever,2018,43,1
District_73,Malaria,2018,8,1
District_73,Chikungunya,2018,75,2
District_73,Dengue,2018,78,2
District_73,Yellow fever,2018,21,2
District_73,Malaria,2018,82,2
District_73,Chikungunya,2018,49,3
District_73,Dengue,2018,36,3
District_73,Yellow fever,2018,61,3
District_73,Malaria,2018,28,3
District_74,Chikungunya,2018,34,0
District_74,Dengue,2018,93,0
District_74,Yellow fever,2018,72,0
District_74,Malaria,2018,13,0
District_74,Chikungunya,2018,30,1
District_74,Dengue,2018,0,1
District_74,Yellow fever,2018,72,1
District_74,Malaria,2018,13,1
District_74,Chikungunya,2018,12,2
District_74,Dengue,2018,27,2
District_74,Yellow fever,2018,44,2
District_74,Malaria,2018,70,2
District_74,Chikungunya,2018,72,3
District_74,Dengue,2018,14,3
District_74,Yellow fever,2018,6,3
District_74,Malaria,2018,98,3
District_75,Chikungunya,2018,20,0
District_75,Dengue,2018,94,0
District_75,Yellow fever,2018,85,0
District_75,Malaria,2018,20,0
District_75,Chikungunya,2018,95,1
District_75,Dengue,2018,99,1
District_75,Yellow fever,2018,92,1
District_75,Malaria,2018,27,1
District_75,Chikungunya,2018,70,2
District_75,Dengue,2018,39,2
District_75,Yellow fever,2018,57,2
District_75,Malaria,2018,10,2
District_75,Chikungunya,2018,98,3
District_75,Dengue,2018,33,3
District_75,Yellow fever,2018,65,3
District_75,Malaria,2018,93,3
District_76,Chikungunya,2018,64,0
District_76,Dengue,2018,69,0
District_76,Yellow fever,2018,16,0
District_76,Malaria,2018,24,0
District_76,Chikungunya,2018,17,1
District_76,Dengue,2018,0,1
District_76,Yellow fever,2018,38,1
District_76,Malaria,2018,28,1
District_76,Chikungunya,2018,63,2
District_76,Dengue,2018,14,2
District_76,Yellow fever,2018,63,2
District_76,Malaria,2018,28,2
District_76,Chikungunya,2018,17,3
District_76,Dengue,2018,87,3
District_76,Yellow fever,2018,18,3
District_76,Malaria,2018,12,3
District_77,Chikungunya,2018,86,0
District_77,Dengue,2018,36,0
District_77,Yellow fever,2018,55,0
District_77,Malaria,2018,60,0
District_77,Chikungunya,2018,82,1
District_77,Dengue,2018,39,1
District_77,Yellow fever,2018,91,1
District_77,Malaria,2018,35,1
District_77,Chikungunya,2018,12,2
District_77,Dengue,2018,31,2
District_77,Yellow fever,2018,29,2
District_77,Malaria,2018,72,2
District_77,Chikungunya,2018,18,3
District_77,Dengue,2018,14,3
District_77,Yellow fever,2018,61,3
District_77,Malaria,2018,74,3
District_78,Chikungunya,2018,27,0
District_78,Dengue,2018,81,0
District_78,Yellow fever,2018,69,0
District_78,Malaria,2018,66,0
District_78,Chikungunya,2018,41,1
District_78,Dengue,2018,88,1
District_78,Yellow fever,2018,61,1
District_78,Malaria,2018,22,1
District_78,Chikungunya,2018,7,2
District_78,Dengue,2018,71,2
District_78,Yellow fever,2018,57,2
District_78,Malaria,2018,48,2
District_78,Chikungunya,2018,92,3
District_78,Dengue,2018,87,3
District_78,Yellow fever,2018,76,3
District_78,Malaria,2018,25,3
District_79,Chikungunya,2018,27,0
District_79,Dengue,2018,16,0
District_79,Yellow fever,2018,42,0
District_79,Malaria,2018,25,0
District_79,Chikungunya,2018,60,1
District_79,Dengue,2018,86,1
District_79,Yellow fever,2018,3,1
District_79,Malaria,2018,61,1
District_79,Chikungunya,2018,50,2
District_79,Dengue,2018,96,2
District_79,Yellow fever,2018,54,2
District_79,Malaria,2018,60,2
District_79,Chikungunya,2018,94,3
District_79,Dengue,2018,49,3
District_79,Yellow fever,2018,8,3
District_79,Malaria,2018,51,3
District_80,Chikungunya,2018,46,0
District_80,Dengue,2018,64,0
District_80,Yellow fever,2018,37,0
District_80,Malaria,2018,34,0
District_80,Chikungunya,2018,53,1
District_80,Dengue,2018,65,1
District_80,Yellow fever,2018,98,1
District_80,Malaria,2018,59,1
District_80,Chikungunya,2018,36,2
District_80,Dengue,2018,17,2
District_80,Yellow fever,2018,60,2
District_80,Malaria,2018,40,2
District_80,Chikungunya,2018,25,3
District_80,Dengue,2018,95,3
District_80,Yellow fever,2018,13,3
District_80,Malaria,2018,13,3
District_81,Chikungunya,2018,74,0
District_81,Dengue,2018,64,0
District_81,Yellow fever,2018,70,0
District_81,Malaria,2018,29,0
District_81,Chikungunya,2018,58,1
District_81,Dengue,2018,65,1
District_81,Yellow fever,2018,71,1
District_81,Malaria,2018,97,1
District_81,Chikungunya,2018,71,2
District_81,Dengue,2018,44,2
District_81,Yellow fever,2018,25,2
District_81,Malaria,2018,29,2
District_81,Chikungunya,2018,28,3
District_81,Dengue,2018,99,3
District_81,Yellow fever,2018,23,3
District_81,Malaria,2018,41,3
District_82,Chikungunya,2018,35,0
District_82,Dengue,2018,72,0
District_82,Yellow fever,2018,7,0
District_82,Malaria,2018,69,0
District_82,Chikungunya,2018,69,1
District_82,Dengue,2018,75,1
District_82,Yellow fever,2018,25,1
District_82,Malaria,2018,57,1
District_82,Chikungunya,2018,22,2
District_82,Dengue,2018,72,2
District_82,Yellow fever,2018,82,2
District_82,Malaria,2018,30,2
District_82,Chikungunya,2018,68,3
District_82,Dengue,2018,16,3
District_82,Yellow fever,2018,37,3
District_82,Malaria,2018,91,3
District_83,Chikungunya,2018,24,0
District_83,Dengue,2018,93,0
District_83,Yellow fever,2018,95,0
District_83,Malaria,2018,30,0
District_83,Chikungunya,2018,37,1
District_83,Dengue,2018,79,1
District_83,Yellow fever,2018,71,1
District_83,Malaria,2018,89,1
District_83,Chikungunya,2018,16,2
District_83,Dengue,2018,78,2
District_83,Yellow fever,2018,28,2
District_83,Malaria,2018,90,2
District_83,Chikungunya,2018,11,3
District_83,Dengue,2018,14,3
District_83,Yellow fever,2018,37,3
District_83,Malaria,2018,91,3
District_84,Chikungunya,2018,21,0
District_84,Dengue,2018,4,0
District_84,Yellow fever,2018,80,0
District_84,Malaria,2018,22,0
District_84,Chikungunya,2018,81,1
District_84,Dengue,2018,47,1
District_84,Yellow fever,2018,94,1
District_84,Malaria,2018,51,1
District_84,Chikungunya,2018,18,2
District_84,Dengue,2018,59,2
District_84,Yellow fever,2018,5,2
District_84,Malaria,2018,76,2
District_84,Chikungunya,2018,62,3
District_84,Dengue,2018,7,3
District_84,Yellow fever,2018,7,3
District_84,Malaria,2018,51,3
District_85,Chikungunya,2018,26,0
District_85,Dengue,2018,73,0
District_85,Yellow fever,2018,34,0
District_85,Malaria,2018,15,0
District_85,Chikungunya,2018,88,1
District_85,Dengue,2018,55,1
District_85,Yellow fever,2018,78,1
District_85,Malaria,2018,44,1
District_85,Chikungunya,2018,93,2
District_85,Dengue,2018,48,2
District_85,Yellow fever,2018,62,2
District_85,Malaria,2018,13,2
District_85,Chikungunya,2018,52,3
District_85,Dengue,2018,77,3
District_85,Yellow fever,2018,96,3
District_85,Malaria,2018,41,3
District_86,Chikungunya,2018,22,0
District_86,Dengue,2018,56,0
District_86,Yellow fever,2018,80,0
District_86,Malaria,2018,17,0
District_86,Chikungunya,2018,20,1
District_86,Dengue,2018,83,1
District_86,Yellow fever,2018,85,1
District_86,Malaria,2018,61,1
District_86,Chikungunya,2018,28,2
District_86,Dengue,2018,95,2
District_86,Yellow fever,2018,93,2
District_86,Malaria,2018,94,2
District_86,Chikungunya,2018,82,3
District_86,Dengue,2018,6,3
District_86,Yellow fever,2018,47,3
District_86,Malaria,2018,52,3
District_87,Chikungunya,2018,84,0
District_87,Dengue,2018,4,0
District_87,Yellow fever,2018,83,0
District_87,Malaria,2018,95,0
District_87,Chikungunya,2018,89,1
District_87,Dengue,2018,53,1
District_87,Yellow fever,2018,76,1
District_87,Malaria,2018,44,1
District_87,Chikungunya,2018,17,2
District_87,Dengue,2018,73,2
District_87,Yellow fever,2018,65,2
District_87,Malaria,2018,61,2
District_87,Chikungunya,2018,61,3
District_87,Dengue,2018,50,3
District_87,Yellow fever,2018,93,3
District_87,Malaria,2018,58,3
District_88,Chikungunya,2018,77,0
District_88,Dengue,2018,85,0
District_88,Yellow fever,2018,77,0
District_88,Malaria,2018,78,0
District_88,Chikungunya,2018,45,1
District_88,Dengue,2018,34,1
District_88,Yellow fever,2018,27,1
District_88,Malaria,2018,8,1
District_88,Chikungunya,2018,6,2
District_88,Dengue,2018,6,2
District_88,Yellow fever,2018,92,2
District_88,Malaria,2018,74,2
District_88,Chikungunya,2018,36,3
District_88,Dengue,2018,71,3
District_88,Yellow fever,2018,96,3
District_88,Malaria,2018,11,3
District_89,Chikungunya,2018,48,0
District_89,Dengue,2018,56,0
District_89,Yellow fever,2018,75,0
District_89,Malaria,2018,13,0
District_89,Chikungunya,2018,57,1
District_89,Dengue,2018,57,1
